time_s,kp,desired_deg,actual_deg,error_deg,correction_deg,commanded_deg
0.0002747619946603663,2.0,0.9241127513730348,0.8351648351648352,0.08894791620819964,0.17789583241639928,1.1020085837894342
0.050857940994319506,2.0,1.114676350639946,0.8351648351648352,0.27951151547511077,0.5590230309502215,1.6736993815901675
0.10161483599949861,2.0,1.305115629725211,0.8351648351648352,0.4699507945603757,0.9399015891207514,2.2450172188459625
0.15221738399850437,2.0,1.4934299477157849,1.2747252747252746,0.21870467299051022,0.43740934598102044,1.9308392936968053
0.20270046799851116,2.0,1.6790029544311802,1.7142857142857142,-0.035282759854533996,-0.07056551970906799,1.6084374347221122
0.25315398699603975,2.0,1.8614288957868501,1.6263736263736264,0.23505526941322374,0.4701105388264475,2.3315394346132976
0.30398624800000107,2.0,2.041409162764867,1.6263736263736264,0.4150355363912408,0.8300710727824816,2.8714802355473488
0.35473305999767035,2.0,2.2165371337335964,2.065934065934066,0.15060306779953025,0.3012061355990605,2.517743269332657
0.40537769699585624,2.0,2.386070560110503,2.32967032967033,0.05640023044017317,0.11280046088034634,2.4988710209908493
0.45608624199667247,2.0,2.549882864230078,2.4175824175824174,0.1323004466476605,0.264600893295321,2.814483757525399
0.506730183995387,2.0,2.7068959090146736,2.4175824175824174,0.28931349143225615,0.5786269828645123,3.285522891879186
0.5573720159954973,2.0,2.8566805153565964,2.4175824175824174,0.43909809777417896,0.8781961955483579,3.7348767109049543
0.6080539929971565,2.0,2.998746239552216,2.857142857142857,0.14160338240935877,0.28320676481871754,3.2819530043709335
0.658688016999804,2.0,3.1322730334652418,3.120879120879121,0.01139391258612088,0.02278782517224176,3.1550608586374835
0.7093985879982938,2.0,3.257040015277288,3.032967032967033,0.22407298231025496,0.44814596462050993,3.7051859798977977
0.7602796309947735,2.0,3.372703391927036,3.032967032967033,0.3397363589600033,0.6794727179200066,4.052176109847043
0.8109467069953098,2.0,3.4779329103221333,3.3846153846153846,0.09331752570674867,0.18663505141349734,3.6645679617356306
0.8617424659969402,2.0,3.573036281475269,3.5604395604395602,0.012596721035708747,0.025193442071417493,3.5982297235466865
0.9123533329984639,2.0,3.657059171380153,3.5604395604395602,0.09661961094059279,0.19323922188118559,3.8502983932613386
0.9631221039962838,2.0,3.7302371542965913,3.5604395604395602,0.16979759385703108,0.33959518771406216,4.0698323420106535
1.0141128539980855,2.0,3.792237935122678,3.5604395604395602,0.2317983746831178,0.4635967493662356,4.255834684488914
1.0644426149956416,2.0,3.841887624504815,3.5604395604395602,0.2814480640652546,0.5628961281305092,4.404783752635324
1.1150808829988819,2.0,3.8800621742347845,3.6483516483516483,0.23171052588313623,0.46342105176627246,4.343483226001057
1.1657061029982287,2.0,3.9062619130610923,4.0,-0.09373808693890773,-0.18747617387781546,3.718785739183277
1.2163877689963556,2.0,3.920401200412206,4.0,-0.07959879958779403,-0.15919759917558807,3.761203601236618
1.266780124999059,2.0,3.9224099853603853,4.0,-0.07759001463961468,-0.15518002927922936,3.767229956081156
1.317671305994736,2.0,3.9122361970093573,4.0,-0.08776380299064268,-0.17552760598128536,3.736708591028072
1.3683502999992925,2.0,3.889960069686486,4.0,-0.11003993031351378,-0.22007986062702756,3.6698802090594587
1.4190784269958385,2.0,3.8556158929711835,4.0,-0.14438410702881654,-0.2887682140576331,3.5668476789135504
1.4697899609964225,2.0,3.809375968393332,4.0,-0.19062403160666808,-0.38124806321333615,3.4281279051799958
1.5205723839972052,2.0,3.7513296287441458,4.0,-0.24867037125585423,-0.49734074251170846,3.2539888862324373
1.5712231369980145,2.0,3.681964534727606,4.0,-0.318035465272394,-0.636070930544788,3.045893604182818
1.621922607999295,2.0,3.6013434633791954,3.6483516483516483,-0.04700818497245285,-0.0940163699449057,3.5073270934342897
1.6725761470006546,2.0,3.5099424916736153,3.4725274725274726,0.03741501914614265,0.0748300382922853,3.5847725299659006
1.7232289219973609,2.0,3.4080654197336884,3.4725274725274726,-0.06446205279378425,-0.1289241055875685,3.27914131414612
1.7738961879949784,2.0,3.2960901526840924,3.4725274725274726,-0.17643731984338018,-0.35287463968676036,2.943215512997332
1.8245660059983493,2.0,3.174491782056977,3.4725274725274726,-0.2980356904704955,-0.596071380940991,2.578420401115986
1.8752829519944498,2.0,3.043642859001631,3.120879120879121,-0.07723626187749,-0.15447252375498,2.889170335246651
1.92599725999753,2.0,2.904190858116788,2.9450549450549453,-0.04086408693815713,-0.08172817387631426,2.822462684240474
1.9765790780002135,2.0,2.7570906870897716,2.9450549450549453,-0.1879642579651737,-0.3759285159303474,2.381162171159424
2.0272239319965593,2.0,2.6023862155524773,2.9450549450549453,-0.34266872950246796,-0.6853374590049359,1.9170487565475414
2.0780098939940217,2.0,2.4404234017985473,2.857142857142857,-0.4167194553443099,-0.8334389106886197,1.6069844911099276
2.1284424919940648,2.0,2.2734723306122615,2.241758241758242,0.03171408885401972,0.06342817770803943,2.336900508320301
2.1795213199948194,2.0,2.0988583440736797,2.1538461538461537,-0.05498780977247408,-0.10997561954494817,1.9888827245287315
2.230275782996614,2.0,1.9205550907546878,2.1538461538461537,-0.23329106309146597,-0.46658212618293193,1.4539729645717558
2.280760494999413,2.0,1.7391742241277728,2.065934065934066,-0.32675984180629336,-0.6535196836125867,1.085654540515186
2.331519710998691,2.0,1.5534981558642826,1.7142857142857142,-0.16078755842143155,-0.3215751168428631,1.2319230390214195
2.382292714995856,2.0,1.3652065866054972,1.4505494505494505,-0.0853428639439533,-0.1706857278879066,1.1945208587175906
2.432933056996262,2.0,1.1756141351959892,1.5384615384615385,-0.3628474032655493,-0.7256948065310986,0.4499193286648906
2.483772613995825,2.0,0.9842484873550086,1.4505494505494505,-0.4663009631944419,-0.9326019263888838,0.051646560966124744
2.5345928209935664,2.0,0.7927061295408748,0.7472527472527473,0.045453382288127564,0.09090676457625513,0.88361289411713
2.585400212999957,2.0,0.6017433320796652,0.6593406593406593,-0.05759732726099409,-0.11519465452198818,0.48654867755767706
2.6364408429944888,2.0,0.4112235483899397,0.6593406593406593,-0.24811711095071964,-0.4962342219014393,-0.0850106735114996
2.6872571499989135,2.0,0.2236310910706425,0.6593406593406593,-0.43570956827001683,-0.8714191365400337,-0.6477880454693912
2.7378074309963267,2.0,0.03984826103003025,0.21978021978021978,-0.17993195875018952,-0.35986391750037905,-0.3200156564703488
2.788319473998854,2.0,-0.14023695407169368,-0.13186813186813187,-0.008368822203561804,-0.01673764440712361,-0.15697459847881728
2.8391932579979766,2.0,-0.31728123468593306,-0.13186813186813187,-0.18541310281780118,-0.37082620563560237,-0.6881074403215355
2.889968481998949,2.0,-0.4889300384109365,-0.13186813186813187,-0.3570619065428047,-0.7141238130856093,-1.2030538514965459
2.9405117770002107,2.0,-0.6540885103435972,-0.4835164835164835,-0.17057202682711364,-0.3411440536542273,-0.9952325639978244
2.9910510219997377,2.0,-0.8128742230087895,-0.8351648351648352,0.022290612156045664,0.04458122431209133,-0.7682929986966982
3.0418412500002887,2.0,-0.965395693865627,-0.7472527472527473,-0.2181429466128797,-0.4362858932257594,-1.4016815870913863
3.092405746996519,2.0,-1.1096010730504762,-0.7472527472527473,-0.3623483257977289,-0.7246966515954578,-1.834297724645934
3.1430977929994697,2.0,-1.2459345217786197,-1.1868131868131868,-0.059121334965432926,-0.11824266993086585,-1.3641771917094856
3.193959170996095,2.0,-1.3738800390970927,-1.4505494505494505,0.07666941145235784,0.15333882290471568,-1.220541216192377
3.2444783319951966,2.0,-1.4916802778779739,-1.4505494505494505,-0.041130827328523356,-0.08226165465704671,-1.5739419325350206
3.295214912999654,2.0,-1.6001951498279998,-1.4505494505494505,-0.14964569927854932,-0.29929139855709863,-1.8994865483850984
3.345937623998907,2.0,-1.6984309343196424,-1.4505494505494505,-0.24788148377019192,-0.49576296754038385,-2.194193901860026
3.3962664259961457,2.0,-1.7853814333766993,-1.4505494505494505,-0.3348319828272488,-0.6696639656544976,-2.4550453990311967
3.447119002994441,2.0,-1.8622360247632785,-1.89010989010989,0.027873865346611515,0.05574773069322303,-1.8064882940700555
