time_s,kp,desired_deg,actual_deg,error_deg,correction_deg,commanded_deg
0.013852529002178926,0.5,0.9752970896675652,0.4835164835164835,0.4917806061510817,0.24589030307554086,1.221187392743106
0.06422666200523963,0.5,1.1649429473064288,0.4835164835164835,0.6814264637899452,0.3407132318949726,1.5056561792014014
0.1143689560049097,0.5,1.352754953529726,0.8351648351648352,0.5175901183648909,0.25879505918244544,1.6115500127121716
0.1644935849981266,0.5,1.5387963769213655,1.010989010989011,0.5278073659323546,0.2639036829661773,1.8027000598875427
0.21467020799900638,0.5,1.7225846376211493,1.010989010989011,0.7115956266321384,0.3557978133160692,2.0783824509372186
0.2648988910004846,0.5,1.9033807725935636,1.4505494505494505,0.45283132204411314,0.22641566102205657,2.12979643361562
0.3150060100015253,0.5,2.07984980503106,1.6263736263736264,0.4534761786574335,0.22673808932871675,2.306587894359777
0.3651359360010247,0.5,2.251811095440636,1.7142857142857142,0.5375253811549217,0.2687626905774608,2.5205737860180966
0.4153991240018513,0.5,2.4189366994269443,1.8021978021978022,0.6167388972291421,0.30836944861457105,2.7273061480415155
0.46575002900499385,0.5,2.580372191960115,2.241758241758242,0.33861395020187324,0.16930697510093662,2.7496791670610516
0.5160077260006801,0.5,2.73489494802826,2.241758241758242,0.49313670627001827,0.24656835313500913,2.981463301163269
0.5663077389981481,0.5,2.882314226423772,2.241758241758242,0.6405559846655304,0.3202779923327652,3.2025922187565374
0.6164255699986825,0.5,3.0214174547676853,2.681318681318681,0.3400987734490042,0.1700493867245021,3.191466841492187
0.6668894040049054,0.5,3.153073181128864,2.769230769230769,0.38384241189809476,0.19192120594904738,3.3449943870779113
0.7170758249994833,0.5,3.27511509883836,2.769230769230769,0.505884329607591,0.2529421648037955,3.5280572636421557
0.7673278130023391,0.5,3.3879461825316834,2.769230769230769,0.6187154133009143,0.30935770665045714,3.6973038891821406
0.8175815700014937,0.5,3.4909547364101714,3.208791208791209,0.28216352761896246,0.14108176380948123,3.6320365002196526
0.8678390970017063,0.5,3.58373252367155,3.2967032967032965,0.2870292269682535,0.14351461348412675,3.727247137155677
0.9180205599986948,0.5,3.665785335740793,3.2967032967032965,0.3690820390374965,0.18454101951874824,3.8503263552595413
0.9683302429984906,0.5,3.7371028275445433,3.2967032967032965,0.4403995308412467,0.22019976542062336,3.9573025929651666
1.018584680998174,0.5,3.7971169864658316,3.2967032967032965,0.5004136897625351,0.25020684488126754,4.047323831347099
1.0688276770015364,0.5,3.845663192666982,3.3846153846153846,0.4610478080515974,0.2305239040257987,4.076187096692781
1.1192537390015787,0.5,3.8826759009203133,3.6483516483516483,0.23432425256866507,0.11716212628433254,3.999838027204646
1.1694461060033063,0.5,3.9077196825662863,3.6483516483516483,0.25936803421463805,0.12968401710731903,4.037403699673606
1.2197691059991485,0.5,3.9209124073935415,3.6483516483516483,0.27256075904189325,0.13628037952094663,4.057192786914488
1.26993895600026,0.5,3.9221352653032913,3.6483516483516483,0.273783616951643,0.1368918084758215,4.059027073779113
1.3202829170040786,0.5,3.9113838620210384,3.6483516483516483,0.2630322136693901,0.13151610683469506,4.042899968855734
1.3705306140036555,0.5,3.8887309915582193,3.6483516483516483,0.24037934320657106,0.12018967160328553,4.008920663161505
1.4207761120051146,0.5,3.8542595935760815,3.6483516483516483,0.20590794522443323,0.10295397261221662,3.9572135661882983
1.471078442002181,0.5,3.808047566160959,3.6483516483516483,0.15969591780931092,0.07984795890465546,3.8878955250656144
1.5213774830044713,0.5,3.7503159652327325,3.6483516483516483,0.1019643168810842,0.0509821584405421,3.8012981236732744
1.5718734609981766,0.5,3.681000630373889,3.6483516483516483,0.03264898202224087,0.016324491011120434,3.69732512138501
1.6221369780032546,0.5,3.600979258489243,3.6483516483516483,-0.04737238986240522,-0.02368619493120261,3.5772930635580407
