time_s,desired_deg,actual_deg,error_deg
0.0005100830021547154,2.507417472977573,2.5054945054945055,0.001922967483067417
0.0506188409999595,2.696194378901266,2.5054945054945055,0.19069987340676064
0.10104835400125012,2.8854149159565896,2.5054945054945055,0.37992041046208413
0.151367576996563,3.072701939827638,2.5054945054945055,0.5672074343331324
0.2016687869981979,3.2576560518625546,2.5054945054945055,0.7521615463680491
0.25194174500211375,3.439504651719045,2.5054945054945055,0.9340101462245394
0.3021063449996291,3.6172473935880793,2.857142857142857,0.7601045364452221
0.35232722699583974,3.7907653516325803,3.032967032967033,0.7577983186655475
0.4026166199982981,3.95939196075809,3.2967032967032965,0.6626886640547935
0.4529593269980978,4.122383413453584,3.4725274725274726,0.6498559409261118
0.5031560179995722,4.2784619787324045,3.6483516483516483,0.6301103303807563
0.553361184996902,4.427512845438989,3.6483516483516483,0.7791611970873409
0.6036364719984704,4.569107905611845,3.912087912087912,0.6570199935239329
0.6539771179959644,4.702636708874336,4.087912087912088,0.6147246209622486
0.7042442839956493,4.82720045748461,4.087912087912088,0.7392883695725221
0.7547206649978762,4.942963235815173,4.087912087912088,0.8550511479030858
0.8048493659953238,5.048227003187344,4.43956043956044,0.6086665636269046
0.8551317050005309,5.1436798598972295,4.615384615384615,0.5282952445126146
0.905325471998367,5.228462996806012,4.615384615384615,0.6130783814213974
0.9555646020016866,5.302478241912574,4.615384615384615,0.6870936265279592
1.0057680889949552,5.365308675373178,4.615384615384615,0.7499240599885626
1.0559883440000704,5.416775967283991,4.615384615384615,0.801391351899376
1.106154194996634,5.456615481741559,4.8791208791208796,0.5774946026206793
1.1564675100016757,5.484796144958768,5.054945054945055,0.42985109001371313
1.2067377419953118,5.501062274508403,5.054945054945055,0.44611721956334804
1.2570147910009837,5.505377948686032,5.054945054945055,0.4504328937409774
1.3072991750013898,5.4977209432653105,5.054945054945055,0.4427758883202557
1.3575541350001004,5.478135267641084,5.054945054945055,0.42319021269602963
1.4078337219980313,5.446679735439367,5.054945054945055,0.39173468049431204
1.4580432759976247,5.403554807998706,5.054945054945055,0.34860975305365116
1.5083262659973116,5.348808233517087,5.054945054945055,0.2938631785720318
1.558506244997261,5.282859894449936,5.054945054945055,0.2279148395048809
1.6086869329956244,5.205870372907235,5.054945054945055,0.15092531796218012
1.6590884100005496,5.117737369628305,5.054945054945055,0.06279231468325008
1.7092842330021085,5.01955198753828,5.054945054945055,-0.03539306740677439
1.7595500989991706,4.911209174498732,5.054945054945055,-0.14373588044632246
1.8098277449971647,4.79324217406089,5.054945054945055,-0.2617028808841644
1.8600574099982623,4.666271446737498,5.054945054945055,-0.38867360820755703
1.910226075000537,4.530864278456299,5.054945054945055,-0.5240807764887556
1.9605011890016613,4.387097359718097,5.054945054945055,-0.6678476952269579
2.0107704490001197,4.235840726846629,4.967032967032967,-0.7311922401863384
2.0609515859978274,4.077964416568615,4.967032967032967,-0.8890685504643523
2.111213455995312,3.9135685135432476,4.527472527472527,-0.6139040139292797
2.161504507996142,3.7434570347699374,4.43956043956044,-0.6961034047905024
2.2116659309976967,3.5688598322857414,4.263736263736264,-0.6948764314505222
2.2618573250001646,3.389930915028459,4.263736263736264,-0.8738053487078048
2.3120329119992675,3.2075427033390254,3.912087912087912,-0.7045452087488866
2.3622256009984994,3.022300831709047,3.7362637362637363,-0.7139629045546894
2.412366956996266,2.8351959655272054,3.4725274725274726,-0.6373315070002672
2.4625875639976584,2.646484114736144,3.208791208791209,-0.5623070940550647
2.5127886249974836,2.457284600311274,3.032967032967033,-0.5756824326557588
2.5630916869995417,2.2678935523606216,2.9450549450549453,-0.6771613926943236
2.613269533998391,2.079918875060592,2.9450549450549453,-0.8651360699943531
2.663611530995695,1.8930299052676012,2.9450549450549453,-1.052025039787344
2.7137594369996805,1.7092966634608944,2.5054945054945055,-0.7961978420336111
2.764015474996995,1.5283388356349006,2.241758241758242,-0.7134194061233412
2.8142876829952,1.35122071114947,1.978021978021978,-0.626801266872508
2.8645470529954764,1.1787511047761958,1.89010989010989,-0.7113587853336942
2.914889914995001,1.0112990473869408,1.7142857142857142,-0.7029866668987734
2.9651758190011606,0.8500040884551425,1.4505494505494505,-0.600545362094308
3.015414369001519,0.6954598636167033,1.4505494505494505,-0.7550895869327472
3.0656551310021314,0.5481210010759621,1.1868131868131868,-0.6386921857372247
3.1157927259991993,0.40885970719489473,1.010989010989011,-0.6021293037941162
3.1659694720001426,0.2778196019195516,0.8351648351648352,-0.5573452332452836
3.216469961000257,0.15487482548401488,0.8351648351648352,-0.6802900096808203
3.2666423859991482,0.04209912005442318,0.8351648351648352,-0.793065715110412
3.316933074995177,-0.06111840421606596,0.4835164835164835,-0.5446348877325495
3.3672129819969996,-0.15406979171854074,0.3956043956043956,-0.5496741873229363
3.417420268000569,-0.2362961812481279,0.3956043956043956,-0.6319005768525234
3.4676182059993153,-0.3075998566960676,0.13186813186813187,-0.43946798856419944
3.517897172998346,-0.3678013425616453,0.13186813186813187,-0.49966947442977716
3.568118422997941,-0.4164871046436285,0.04395604395604396,-0.46044314859967245
3.61841152299894,-0.45358349129785,-0.13186813186813187,-0.3217153594297182
