time_s,desired_deg,actual_deg,error_deg
0.012651113000174519,3.132802482586422,3.120879120879121,0.011923361707300906
0.06342730100004701,3.1806539878878537,3.120879120879121,0.0597748670087328
0.11381470599735621,3.228124098844615,3.120879120879121,0.10724497796549404
0.1647288509993814,3.276063115333245,3.120879120879121,0.155183994454124
0.21540696200099774,3.3237404825756225,3.120879120879121,0.2028613616965016
0.2661255479979445,3.3714044435357606,3.120879120879121,0.25052532265663974
0.31672481699933996,3.418892904476241,3.120879120879121,0.29801378359712016
0.3675473370021791,3.466515070701348,3.120879120879121,0.34563594982222723
0.4182859849970555,3.5139707617655636,3.120879120879121,0.39309164088644266
0.4688545129974955,3.561167979060919,3.120879120879121,0.4402888581817983
0.5194108759969822,3.608242764265392,3.120879120879121,0.48736364338627114
0.5697323369968217,3.654976757180325,3.120879120879121,0.5340976363012042
0.6199832100028289,3.701512000051519,3.120879120879121,0.580632879172398
0.6704100420029135,3.748064713040188,3.120879120879121,0.6271855921610672
0.7205803059987375,3.794224386158811,3.120879120879121,0.6733452652796901
0.7709078309999313,3.8403606783308746,3.120879120879121,0.7194815574517537
0.8212390260014217,3.8863204603318167,3.120879120879121,0.7654413394526958
0.8716130460015847,3.9321277288583243,3.3846153846153846,0.5475123442429397
0.9220461439981591,3.977785188327414,3.5604395604395602,0.4173456278878538
0.9725442280032439,4.023285951941862,3.5604395604395602,0.46284639150230156
1.0231168440004694,4.0686262497101175,3.5604395604395602,0.5081866892705573
1.0734830020010122,4.113543699248458,3.5604395604395602,0.553104138808898
1.1236942109972006,4.158075594142978,3.5604395604395602,0.5976360337034174
1.174177408000105,4.2025885127714835,3.5604395604395602,0.6421489523319233
1.2246004069966148,4.246776764505411,3.5604395604395602,0.6863372040658504
1.2747873719999916,4.290477646806818,3.5604395604395602,0.7300380863672578
1.3251605080004083,4.334048263328354,3.5604395604395602,0.7736087028887937
1.375637185999949,4.3774036788646615,3.8241758241758244,0.5532278546888372
1.426020550999965,4.420363860271275,3.912087912087912,0.5082759481833627
1.4765191409969702,4.463095600376242,4.175824175824176,0.287271424552066
1.5268694080004934,4.50536551794183,4.175824175824176,0.32954134211765407
